Job Title,Company,Location,Experience,Posted,Description,Skills
Consultant,Infinite,Bengaluru,2-6 Yrs,5 days ago,Infinite Computer Solutions India Pvt. Ltd. is looking for Consultant to join our dynam...,"management consulting, project management, data analysis, data analytics, business analysis, business development, business analytics, market research"
Consultant,Infinite,Bengaluru,2-6 Yrs,5 days ago,"Analyze client requirements, business processes, and challenges to deliver tailored s...","management consulting, project management, program management, business analysis, business development, business analytics, market research, presales"
Data Scientist,Simreka,Bengaluru,2-5 Yrs,5 days ago,Simreka (Devtaar GmbH) is looking for Data Scientist to join our dynamic team and embar...,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
Reporting Analyst (SAC),Hilti,Gurugram,3-8 Yrs,1 week ago,"We ll offer you opportunities to move around the business to work abroad, experience di...","Computer science, Front end, Eclipse, Analytical, Agile, Information management, SAP application, Operations"
Executive - MIS,Biz Hero India,Kolkata,2-7 Yrs,1 week ago,Executive- MIS Company Vision: NowPurchase is transforming the $140B Metal ...,"Computer science, Automation, Data validation, Data management, Manufacturing process, MIS, Analytical, VLOOKUP"
SAR Analyst,Binance,"Mumbai, New Delhi, Bengaluru",3-5 Yrs,3+ weeks ago,"Requirements: . Bachelors degree in a Business, Legal, or related field, or equivalent ...","Career development, Compliance, SAR, Time management, financial products, Analytical, Finance, Legal"
Tagging Analyst,NOVARTIS,Hyderabad,1-6 Yrs,3+ weeks ago,"Create custom triggers within Google Tag Manager to capture specific user interactions,...","Google Analytics, Web analytics, Networking, Management systems, Javascript, Data collection, Technical leadership, Data analytics"
PMS Analyst,Saraca Solutions,Gurugram,2-4 Yrs,3+ weeks ago,Tech / B E in a field related to the life sciences or a relevant medical engineering fi...,"Engineering services, Product engineering, Medical devices, Semiconductor, Aerospace, Analytical, Consulting, Life sciences"
TA Ops Analyst,Guidewire Software,Bengaluru,1-2 Yrs,3+ weeks ago,Provide all our candidates and hiring teams with a world class experience by ensuring w...,"C, Talent acquisition, Focus, Cloud, Recruitment Coordinator, Scheduling, Customer experience, Management"
HPLC Analyst,Auriga Research,"Bahadurgarh, Gurugram, Manesar",4-10 Yrs,3+ weeks ago,. good knowledge of sample preparation as per GLP,"Method validation, Senior Analyst, Pharma, Analytical, GLP, HPLC, Analytical method validation, Data validation"
Rebate Analyst,Exxon Mobil Corporation,Bengaluru,1-3 Yrs,3+ weeks ago,Skills and Qualifications . Bachelors or Master s degree in commerce with solid experie...,"Market development, SAP, Networking, Analytical, Reconciliation, Business planning, Training and Development, Operations"
Cyberseccurity analyst,Dotflick Solutions,Pune,2-5 Yrs,3+ weeks ago,"Required Skills and Qualifications . Education : Bachelor s degree in Computer Science,...","Computer science, Analytical skills, cyber security, Analytical, Intrusion detection, Antivirus, Information technology, Monitoring"
ICP OES Experienced Analyst,Hiyoshi India,Chennai,2-6 Yrs,3+ weeks ago,Experienced in ICP-OES (preferably Agilent) for analytical tests on water and wastewate...,"Training, Basic, QC management, QC, Chemistry, Senior Analyst, Analytical, NABL"
GNOC Analyst,Rite Software Solutions And Services,Hyderabad,6-11 Yrs,3+ weeks ago,"This role requires a person to deal with MDs senior leadershipat Deloitte globally, hen...","IT services, VMware, SAN, SOC, Active directory, DNS, Windows, Troubleshooting"
Successfactors Analyst,Seven N Consulting Pvt. Ltd.,Bengaluru,3-5 Yrs,3+ weeks ago,"Mandatory Skills . 3-5 years reporting(Report story and Canvas), MS Access, good knowle...","IT services, MS Access, Senior Analyst, HR, Training and Development, digital transformation, Analytics, Project life cycle"
Data Scientist,Circle K,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,1 week ago,"Bachelor s degree required, preferably with a quantitative focus ( . Master s degree p...","Supply chain, Computer science, Data analysis, Operational excellence, Coding, Business analytics, Analytical, MySQL"
"Associate, Monitoring, and Evaluation",Teach For India,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru",0-3 Yrs,1 week ago,Studying the quality of applicants in each round and making data-driven recommendations...,"Data analysis, Usage, Front end, C, Project management, Author, Analytics, Monitoring"
IBM Planning Analytics-TM1 Developer 6+ Yrs C2H,Greetings from BCforward INDIA TECHNOLOGIES PRIVATE LIMITED.,"Hybrid - Gurugram, Bengaluru",6-11 Yrs,1 week ago,Greetings from BCforward INDIA TECHNOLOGIES PRIVATE LIMITED.Contract To Hire(C2H) RoleL...,"Financial Reporting, TM1 Developer, Data Analytics, IBM Planning Analytics, IBM Cognos TM1, IBM Cognos, C2h, Reporting"
"Staff Data Scientist, Ads Insights and Measurement",Google,Bengaluru,8-13 Yrs,1 week ago,"Masters degree in Statistics or Economics, a related field, or equivalent practical exp...","Data analysis, Bidding, Coding, Analytical, Data structures, MATLAB, Analytics, Brand building"
"Data Scientist, Product, Google Play Games",Google,Bengaluru,5-10 Yrs,1 week ago,"Bachelors degree in Statistics, Economics, Engineering, Mathematics, a related quantita...","Product management, Statistical analysis, Executive, SAS, Coding, MATLAB, Statistics, Analytics"
Controlling Associate,Hemmersbach,Bengaluru,1-2 Yrs,1 week ago,"We go the extra mile - we not only simply enthuse our customers, but also make the worl...","Service delivery, Analytical skills, Business administration, Career development, Financial analysis, Accounting, power bi, Management"
CRMA Developer,Relanto Global,Bengaluru,4-6 Yrs,1 week ago,"Bachelors degree in computer science, Information Technology, or related field. . 4+ ye...","data warehousing, sql, salesforce, sales force development, data modeling, salesforce einstein analytics, data analysis, salesforce platform"
Vertical lead - MIS & Analytics,Bajaj Allianz General Insurance Company Limited,Pune,3-7 Yrs,1 week ago,. (State the minimum acceptable proficiency for this job which best indicates the educa...,"access, rhino, administration, jsp, cad, mql, office administration, accounting"
Research Associate - Protein Purification,USV,"India, Navi Mumbai",1-6 Yrs,1 week ago,Job description - Research Associate (Protein Chemistry laboratory)1. Process developme...,"chemistry, molecular biology, biotechnology, data analysis, process development, analytical, scale up, protein purification"
Data Scientist,Hero Fincorp,Gurugram,0-6 Yrs,1 week ago,Ensure high-quality deliverables by performing thorough testing and debugging of code. ...,"Python, Data Transformation, Power Bi, Data Analysis, Data Visualization, Data Extraction, Data Analytics, SQL"
IN_Senior Associate _Agentic + GenAI__Data & Analytics_ Advisory_ Pune,PwC Service Delivery Center,Pune,0-8 Yrs,1 week ago,"Degrees / Field of Study required Master of Engineering, Bachelor of Engineering, Maste...","Data analysis, Assurance, Automation, Data management, Data modeling, Analytical, Machine learning, Product design"
IND_Sr Associate,Lowes Services India Private limited,Bengaluru,2-4 Yrs,1 week ago,"Required Minimum Qualifications : . Bachelor s degree in accounting, Finance, or a rela...","Supply chain, ERP, Financial reporting, Process improvement, Business analytics, Workflow, Oracle, Analytics"
Pune || Data Scientist,Globallogic,Pune,10-15 Yrs,1 week ago,"Preferred Qualifications: Master s or Bachelor s degree in Data Science, Computer Scien...","python, data analytics, data analysis, natural language processing, scikit-learn, aiml, machine learning, artificial intelligence"
"Lead Specialist - Metrics, Analytics &Reporting",Oliver Wyman,Mumbai,7-8 Yrs,1 week ago,Assist US claims advocates by delivering data and analytics insights on high-frequency ...,"Marine insurance, Claims, Data management, Insurance claims, Maritime, risk advisor, Data analytics, MS Office"
Consultant,Infor,Hyderabad,5-8 Yrs,1 week ago,"Skilled at providing in-depth analysis, the ability to provide resolution to client req...","human capital, Payroll, Business analysis, Data modeling, Analytical, Agile, Scheduling, Budgeting"
Data Scientist,Krish Technolabs,Ahmedabad,2-5 Yrs,1 week ago,"""> Your Role The Data Scientist is responsible for uncovering insights from stru...","Data analysis, Statistical modeling, Machine learning, Engineering Manager, power bi, Open source, Analytics, SQL"
Optimization Consultant Developer,Kaleris,Chennai,3-5 Yrs,1 week ago,. Good understanding of Terminal Operating Systems (TOS) - preferably Navis N. Strong p...,"Analytical skills, Data analysis, Business consulting, Interpersonal skills, Operating systems, Data structures, Test cases, Operations"
SuccessFactor Developer,Systechcorp Inc,"Chennai, Bengaluru",10-12 Yrs,1 week ago,"Job Description: Implement analytics in support of strategic objectives, supporting th...","Business Analytics, Successfactors, Implementation Cycle, Integration, Employee Central, Reporting, Analytics, Development"
Consultant,BSR & Co,Mumbai,1-5 Yrs,2 weeks ago,Possess good business acumenThe job would require travel to client locations within Ind...,"Manager Internal Audit, Assurance, Process consulting, Excel, Analytical, risk consulting, EMP, Gap analysis"
Data Scientist,Admini Boosting Productivity,Siliguri,2-5 Yrs,2 weeks ago,Admini Boosting Productivity is looking for Data Scientist to join our dynamic team and...,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
Data Scientist,Analytical Wizard,Hybrid - Bengaluru,2-4 Yrs,2 weeks ago,"Individual should possess aptitude to understand business context, create insights from...","Customer Segmentation, Patient Analytics, Marketing Mix, SQL, Python, Claims Analysis, Market mix modelling, Marketing"
Sustainability Reporting Specialist,Exxon Mobil Corporation,Bengaluru,5-10 Yrs,1 week ago,About us We invite you to bring your ideas to ExxonMobil to help creat...,"global operations, Market development, MS SQL, SAS, Data management, Networking, Business planning, Information technology"
Consultant - MT,Crisil,Mumbai,0-2 Yrs,1 week ago,". A graduate degree in a relevant field (e.g., Finance, Economics, Statistics, Mathemat...","Excel, Financial analysis, Analytical, risk consulting, Credit risk, microsoft, Credit rating, Powerpoint"
Data Scientist,Bumppy Media,Noida,2-6 Yrs,1 week ago,Bumppy Media Pvt Ltd is looking for Data Scientist to join our dynamic team and embark ...,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning"
LEC- Associate LEC- Associate,JPMorgan Chase Bank,Mumbai,4-9 Yrs,1 week ago,You are a strategic thinker passionate about driving solutions in Statutory reporting...,"Financial statements, Regulatory reporting, Senior management, Accounting, Analytical, GAAP, Product control, Cima"
Data Scientist,Syren Cloud Inc,Hyderabad,3-6 Yrs,1 week ago,"Bachelors or Masters degree in Computer Science, Statistics, or a related field Profici...","Computer science, Data analysis, Statistical analysis, data science, Analytical, Machine learning, Programming, data visualization"
Marketing Data Scientist & AI Professional,IBM,Bengaluru,3-8 Yrs,1 week ago,"As a Data Scientist at IBM, you will uncover and transform insights into creative expe...","python, microsoft azure, data science, gcp, aws, advance sql, ibm cloud, industry research"
Associate,JPMorgan Chase Bank,Bengaluru,3-5 Yrs,1 week ago,"Bachelor s degree in Finance, Economics or other related disciplines required Finance r...","Business process, Change management, Data management, Business analysis, Data modeling, Project management, Analytical, Risk management"
Data Scientist(Ecommerce),Mindtree,Bengaluru,2-7 Yrs,1 week ago,Qualifications . Bachelors degree in a quantitative field such as Statistics Mathematic...,"Computer science, Automation, Data analysis, Analytical, Data quality, data visualization, Data mining, SQL"
Data Scientist,Tellius,Bengaluru,3-8 Yrs,2 weeks ago,. Must-Have Skills . 3+ years of experience in Data Science or a related field Hands-on...,"Automation, Data analysis, GCP, Analytical, Machine learning, Stakeholder management, Analytics, Team building"
